elkYear,date,X,Y,elevation
2059_1,2001-06-15,560860.999999979,4980825,2009.73266601563
2073_1,2001-06-15,527923.999999972,4900273,2422.8173828125
2055_1,2001-06-15,568336.000000031,4959514,2403.79321289063
2059_1,2001-06-16,560813.000000028,4980779,2009.11376953125
2073_1,2001-06-16,528567.99999997,4901004,2391.24951171875
2055_1,2001-06-16,569303.00000002,4959299,2195.11279296875
2059_1,2001-06-17,560726.999999971,4980780,2015.12438964844
2073_1,2001-06-17,528938.000000039,4902574,2373.2578125
2055_1,2001-06-17,569252.000000037,4957950.99999999,2445.5576171875
2059_1,2001-06-18,561615.999999972,4982187,2060.7548828125
2055_1,2001-06-18,568233.000000036,4956498,2813.72705078125
2073_1,2001-06-18,529751.000000026,4902312,2361.45263671875
2059_1,2001-06-19,561797.999999981,4983172,2132.16088867188
2055_1,2001-06-19,568488.000000036,4956318,2745.94482421875
2073_1,2001-06-19,529869.999999966,4902553,2357.24340820313
2073_1,2001-06-20,530418.000000034,4903956.00000001,2414.88452148438
2055_1,2001-06-20,568250.000000016,4956383,2784.42749023438
2059_1,2001-06-20,562350.000000034,4984894,2313.859375
2073_1,2001-06-21,530034.000000028,4908085,2396.01879882813
2059_1,2001-06-21,563192.999999974,4985752,2412.708984375
2055_1,2001-06-21,568393.000000009,4956470,2776.70532226563
2059_1,2001-06-22,562959.00000001,4987293,2587.6494140625
2073_1,2001-06-22,527531.000000036,4906958,2377.50512695313
2055_1,2001-06-22,567729.999999966,4955977,2752.51782226563
2073_1,2001-06-23,526748.99999996,4903042.00000001,2547.0146484375
2055_1,2001-06-23,568337.999999982,4956571,2812.31591796875
2059_1,2001-06-23,563146.000000016,4987198,2494.45727539063
2055_1,2001-06-24,569660.000000004,4955290,2674.40283203125
2073_1,2001-06-24,526257.99999997,4899967,2507.3857421875
2059_1,2001-06-24,562408.999999968,4988283,2581.79833984375
2055_1,2001-06-25,568611.999999983,4954316.00000001,2684.96728515625
2059_1,2001-06-25,562486.000000024,4986422.99999999,2574.0634765625
2073_1,2001-06-25,525130.000000021,4899661,2574.23413085938
2059_1,2001-06-26,561648.000000016,4987439,2785.11865234375
2073_1,2001-06-26,524590.000000017,4899184,2579.92333984375
2055_1,2001-06-26,569187.99999998,4955242,2795.72485351563
2073_1,2001-06-27,525377.00000003,4891219,2183.80395507813
2055_1,2001-06-27,568725.99999999,4955024,2770.1748046875
2059_1,2001-06-27,562637.000000029,4988631,2459.3740234375
2055_1,2001-06-28,569257.999999976,4954821.99999999,2726.79760742188
2073_1,2001-06-28,524232.000000027,4896244,2500.55615234375
2059_1,2001-06-28,562757.000000016,4990839.00000001,2635.50170898438
2055_1,2001-06-29,568077.999999973,4956292.00000001,2774.80883789063
2059_1,2001-06-29,563833.000000037,4991221,2712.51293945313
2073_1,2001-06-29,526281.000000032,4899129,2535.77197265625
2055_1,2001-06-30,568335.999999966,4956390,2776.29248046875
2073_1,2001-06-30,525710.999999998,4901033.00000001,2533.0703125
2059_1,2001-06-30,564263.999999987,4991004,2811.9931640625
2055_1,2001-07-01,567606.000000031,4956522,2833.37353515625
2073_1,2001-07-01,527938.999999987,4905011.99999999,2373.61865234375
2059_1,2001-07-01,563934.999999987,4990588.00000001,2676.66723632813
2055_1,2001-07-02,567362.999999964,4954768,2754.18310546875
2059_1,2001-07-02,564018.999999987,4991710,2835.23291015625
2073_1,2001-07-02,525506.999999982,4904671,2571.51831054688
2073_1,2001-07-03,528220.000000034,4904138,2382.22705078125
2059_1,2001-07-03,563421.999999985,4991607,2638.05981445313
2055_1,2001-07-03,566397.99999997,4957036,2718.890625
