elkYear,date,X,Y,elevation
3071_2,2020-02-22,715989.18504181,4813670.92235705,1825.95251464844
3077_2,2020-02-22,716704.503813401,4813264.40958563,1781.29321289063
3033_2,2020-02-23,624103.338310201,4805125.61257741,2373.01098632813
3037_2,2020-02-23,656092.040766281,4758495.2136018,2112.77709960938
3040_2,2020-02-23,660791.567129448,4757907.61556376,2414.3076171875
3044_2,2020-02-23,661010.366090256,4831151.7125228,2391.45922851563
3045_2,2020-02-23,664774.773527246,4754521.14752742,2248.080078125
3073_2,2020-02-23,707327.659794349,4831184.71435547,1644.43908691406
3060_2,2020-02-23,646429.875383672,4814022.42767796,2158.22143554688
3062_2,2020-02-23,628390.83031032,4826775.81008005,2353.97314453125
3065_2,2020-02-23,703629.33946293,4831042.72690907,1725.92687988281
3066_2,2020-02-23,684540.810980346,4823573.42669009,2358.40625
3067_2,2020-02-23,663029.631090936,4827051.43121358,2294.67919921875
3068_2,2020-02-23,663660.947784818,4755381.41588172,2313.5224609375
3071_2,2020-02-23,715766.485148556,4813243.8691382,1775.94384765625
3077_2,2020-02-23,716043.121079328,4810685.86659375,1592.55297851563
3035_2,2020-02-23,658358.235435878,4761055.32383561,2420.3583984375
3036_2,2020-02-23,655621.520404997,4759781.49462409,2602.28833007813
3038_2,2020-02-23,635828.43390188,4796473.25434601,2184.5205078125
3041_2,2020-02-23,661171.773658086,4831355.95743951,2411.41674804688
3042_2,2020-02-23,646319.636141971,4813981.92018276,2159.9384765625
3043_2,2020-02-23,658531.603307137,4835451.52155397,2719.3359375
3046_2,2020-02-23,665047.979272093,4773964.82412282,1824.642578125
3047_2,2020-02-23,659708.66040048,4829069.93632282,2466.08740234375
3048_2,2020-02-23,661477.60531319,4821519.89011191,2165.69702148438
3049_2,2020-02-23,661484.325265977,4821529.60846461,2156.55541992188
3051_2,2020-02-23,657922.786597746,4767177.55272486,2214.966796875
3052_2,2020-02-23,655454.187916986,4759749.02957949,2613.47534179688
3053_2,2020-02-23,665374.701228883,4826155.00146965,2393.0556640625
3054_2,2020-02-23,725473.10628866,4811395.40521687,1664.04943847656
3055_2,2020-02-23,670798.668244629,4749880.57228957,1917.85205078125
3056_2,2020-02-23,659105.659767462,4820872.01719299,2226.45947265625
3074_2,2020-02-23,716626.474244172,4819789.11594613,1932.81860351563
3057_1,2020-02-23,627027.480305349,4831775.3355478,2318.146484375
3058_2,2020-02-23,692163.245562062,4836791.03663746,2079.23046875
3076_2,2020-02-23,659837.356407276,4829196.90960183,2437.28271484375
3059_2,2020-02-23,661126.428787086,4830935.13650408,2402.931640625
3075_2,2020-02-23,675882.398353509,4833023.40252612,2438.81420898438
3061_2,2020-02-23,661072.430598582,4831162.7614548,2408.33813476563
3063_2,2020-02-23,659645.536156968,4828810.84210295,2482.49047851563
3064_2,2020-02-23,715827.082122555,4810697.96021786,1603.60083007813
3078_2,2020-02-23,716093.916137232,4810620.67652324,1581.67517089844
3069_2,2020-02-23,646200.573855082,4790538.13445361,2065.78637695312
3070_2,2020-02-23,626353.389623962,4830789.8860531,2291.76586914063
3072_2,2020-02-24,685016.856569292,4823424.24899947,2328.07275390625
3036_2,2020-02-24,653078.12364084,4760162.84809996,2805.85009765625
3038_2,2020-02-24,638204.324562619,4798800.5058608,2047.93640136719
3040_2,2020-02-24,660812.611904155,4757908.10919876,2410.2275390625
3048_2,2020-02-24,661909.709097487,4821730.64922392,2090.52856445313
3052_2,2020-02-24,653140.007191544,4760211.89642989,2828.00537109375
3054_2,2020-02-24,725732.1902818,4811967.13269356,1739.59375
3055_2,2020-02-24,670331.230515123,4750345.89810855,1933.89892578125
3074_2,2020-02-24,717489.435928293,4818881.71959825,1981.7568359375
3057_1,2020-02-24,627712.457846576,4832179.33387556,2376.42919921875
3076_2,2020-02-24,657876.131366964,4828883.40004231,2503.84521484375
3059_2,2020-02-24,657588.277476351,4828743.16687879,2491.08813476563
3075_2,2020-02-24,676324.11687798,4833092.25814203,2493.34106445313
3062_2,2020-02-24,627697.854061972,4832217.27484486,2376.10327148438
3063_2,2020-02-24,657764.64360016,4828613.74293045,2552.4716796875
3064_2,2020-02-24,717102.117570716,4811712.25589499,1647.0888671875
3065_2,2020-02-24,704044.798296442,4830148.8987311,1877.54846191406
3067_2,2020-02-24,662961.51198866,4827002.10181987,2293.55126953125
3071_2,2020-02-24,718101.039346482,4812221.68275426,1681.98168945313
3077_2,2020-02-24,717006.126648836,4811671.03108203,1640.80920410156
3035_2,2020-02-24,658040.804378756,4761763.329012,2343.30712890625
3037_2,2020-02-24,657207.719466236,4758406.26888048,2255.65405273438
3041_2,2020-02-24,657704.030828669,4828831.67692122,2505.9482421875
3042_2,2020-02-24,646285.014453799,4814934.85002751,2195.99536132813
3043_2,2020-02-24,660273.978577569,4834701.3601967,2727.41748046875
3044_2,2020-02-24,657750.534777385,4828622.96767187,2546.0078125
3045_2,2020-02-24,665073.738912252,4753746.29679661,2307.28857421875
3046_2,2020-02-24,663914.526839291,4773727.69904812,1854.033203125
3073_2,2020-02-24,708146.894691835,4829587.99316887,1774.14624023438
3047_2,2020-02-24,657761.727013914,4828737.68940984,2531.2734375
3049_2,2020-02-24,662123.303554372,4821506.87814833,2110.06298828125
3051_2,2020-02-24,658529.929551022,4768746.08443088,2130.99194335938
3053_2,2020-02-24,665579.226572804,4826016.90905797,2404.3974609375
3056_2,2020-02-24,662097.246931012,4821725.61395382,2069.73388671875
3060_2,2020-02-24,647777.515436876,4814337.9799512,2188.1484375
3061_2,2020-02-24,658961.432725326,4827840.79599908,2615.8984375
3066_2,2020-02-24,685351.983437485,4823099.60080456,2356.02099609375
3068_2,2020-02-24,664854.359748048,4756459.14798301,2016.72839355469
3069_2,2020-02-24,645568.846223288,4790419.66618444,2062.99145507813
3070_2,2020-02-24,625875.832308177,4830027.62777851,2233.15283203125
3033_2,2020-02-24,624184.784749797,4804860.14671555,2414.44873046875
3058_2,2020-02-24,692704.26359542,4837006.90999476,2074.92358398438
3078_2,2020-02-24,717158.955158039,4811675.95222092,1644.31408691406
3072_2,2020-02-25,684413.896330375,4823646.18742323,2415.6865234375
3033_2,2020-02-25,624021.763973616,4805782.1338341,2288.966796875
3035_2,2020-02-25,655998.179029487,4759847.2821426,2502.40283203125
3036_2,2020-02-25,653106.905329497,4760754.80660162,2791.560546875
3040_2,2020-02-25,660827.983469814,4757851.24641676,2407.21240234375
3046_2,2020-02-25,656513.511158321,4778589.31224886,1917.24389648438
3048_2,2020-02-25,657205.520141368,4822887.41073902,2282.30615234375
3049_2,2020-02-25,657289.402460319,4822860.81590586,2272.45874023438
3054_2,2020-02-25,726858.740804208,4813627.32381775,1746.61376953125
3055_2,2020-02-25,668972.424228809,4749987.99678566,2229.21948242188
3061_2,2020-02-25,658561.417570768,4826286.24436041,2497.88208007813
3066_2,2020-02-25,685922.655992765,4822791.04159428,2269.04296875
3069_2,2020-02-25,644573.985056052,4790655.9421209,2071.38940429688
3037_2,2020-02-25,656503.053820771,4758285.25516268,2319.19580078125
3038_2,2020-02-25,639844.148617115,4799625.70695382,1986.4453125
3039_2,2020-02-25,676267.534566926,4749694.39480966,1806.01623535156
3041_2,2020-02-25,658231.523660785,4828214.58293336,2574.7841796875
3042_2,2020-02-25,646368.961247115,4813630.09759019,2134.15258789063
3043_2,2020-02-25,657309.009712522,4835022.05519308,2765.32592773438
3044_2,2020-02-25,658747.005374187,4830744.76209774,2476.55297851563
3045_2,2020-02-25,664194.246193831,4753887.3206547,2402.44287109375
3073_2,2020-02-25,708114.607866107,4831743.51987831,1610.83911132813
3047_2,2020-02-25,658725.030117614,4830210.17092651,2441.96923828125
3051_2,2020-02-25,657993.285411382,4770478.91059331,2055.04760742188
3052_2,2020-02-25,653183.658484558,4760766.07807377,2795.38330078125
3053_2,2020-02-25,665869.292710227,4825785.6971389,2383.31787109375
3056_2,2020-02-25,657205.073036759,4822906.51344249,2282.30615234375
3074_2,2020-02-25,716439.249122625,4819563.61862923,1877.11059570313
3057_1,2020-02-25,627292.452207035,4831685.04022411,2296.3671875
3058_2,2020-02-25,692710.085273977,4837283.75023248,2035.93566894531
3076_2,2020-02-25,658835.769632885,4830508.50070821,2454.48681640625
3059_2,2020-02-25,658763.143055739,4830649.79847732,2469.36376953125
3060_2,2020-02-25,648698.394716213,4813528.55701653,2183.47216796875
3075_2,2020-02-25,675154.320675986,4833309.50881428,2299.9853515625
3063_2,2020-02-25,658711.908627226,4830181.18970915,2438.716796875
3064_2,2020-02-25,719575.658844271,4812002.38927886,1601.94360351563
3065_2,2020-02-25,702045.457709446,4829763.94646955,1887.16528320313
3078_2,2020-02-25,719607.901851448,4812079.71014543,1611.69860839844
3067_2,2020-02-25,664103.557960478,4825952.09807059,2235.73803710938
3068_2,2020-02-25,664673.101441167,4756130.55643596,2086.78759765625
3070_2,2020-02-25,624462.157079292,4829295.51176479,2218.2890625
3071_2,2020-02-25,719490.293474206,4811846.84598648,1603.8193359375
3062_2,2020-02-25,627125.897404267,4831700.98649242,2291.298828125
3077_2,2020-02-25,719600.188121686,4811888.67137817,1600.37353515625
3072_2,2020-02-26,685225.686283726,4823401.44014977,2368.82788085938
3037_2,2020-02-26,657213.641031073,4758454.07112998,2261.55981445313
3039_2,2020-02-26,677186.999153011,4749670.3630208,1827.9443359375
3044_2,2020-02-26,662500.530053902,4831140.01836196,2349.3388671875
3046_2,2020-02-26,656674.659766849,4777048.08987718,1895.72741699219
3048_2,2020-02-26,657693.761789917,4823661.94129104,2380.51245117188
3053_2,2020-02-26,665982.721695028,4825969.64524456,2349.32836914063
3054_2,2020-02-26,727053.398234949,4813423.95324858,1783.48291015625
3058_2,2020-02-26,692220.895705329,4837918.49791472,1982.05603027344
3060_2,2020-02-26,651431.169157891,4811252.87890158,2051.39794921875
3075_2,2020-02-26,675831.016101178,4833661.11482232,2340.357421875
3061_2,2020-02-26,659336.975375638,4825455.7305126,2350.37744140625
3062_2,2020-02-26,627927.265085895,4831449.15306709,2275.9365234375
3064_2,2020-02-26,720496.506289938,4811278.51907585,1602.68310546875
3078_2,2020-02-26,720630.725664036,4811216.08900737,1617.24829101563
3068_2,2020-02-26,665788.758147735,4756357.66439046,1909.33544921875
3071_2,2020-02-26,720329.429896072,4811282.61902711,1599.10278320313
3033_2,2020-02-26,622999.664559163,4806926.71599042,2333.080078125
3035_2,2020-02-26,655636.41142409,4759743.72229953,2589.6103515625
3036_2,2020-02-26,653756.560982183,4759882.38330983,2719.78125
3038_2,2020-02-26,639877.02846541,4800055.47559918,1950.65100097656
3040_2,2020-02-26,660652.93516714,4757847.14205966,2439.345703125
3041_2,2020-02-26,662638.618288122,4830876.32591307,2324.29248046875
3042_2,2020-02-26,647430.898737988,4813672.36791674,2182.23095703125
3043_2,2020-02-26,659652.217109101,4834343.11402581,2607.87158203125
3045_2,2020-02-26,663984.600154861,4754444.99655683,2361.05078125
3073_2,2020-02-26,707961.383005682,4831318.86192618,1625.31518554688
3047_2,2020-02-26,662519.49281861,4830644.50949645,2319.83422851563
3049_2,2020-02-26,657443.70311042,4823675.07576528,2328.48974609375
3051_2,2020-02-26,656889.989964277,4766457.54190781,2122.6044921875
3052_2,2020-02-26,653834.903472837,4759826.92129214,2696.01708984375
3055_2,2020-02-26,669281.087779012,4750272.27874661,2133.05810546875
3056_2,2020-02-26,657401.877111365,4823683.65183252,2317.39135742188
3074_2,2020-02-26,716400.676726285,4820115.82922581,1838.4794921875
3057_1,2020-02-26,627988.171868763,4831526.6444575,2292.36645507813
3076_2,2020-02-26,662535.912691711,4830253.84498817,2302.38891601563
3059_2,2020-02-26,662646.024106245,4830571.23404742,2313.87158203125
3063_2,2020-02-26,662747.8906761,4830087.29535716,2266.36328125
3065_2,2020-02-26,701561.206692355,4829262.68471499,1817.24230957031
3066_2,2020-02-26,686150.346863306,4822339.4148231,2180.97021484375
3067_2,2020-02-26,664963.805486727,4826507.28260485,2321.43627929688
3070_2,2020-02-26,624398.043334135,4827520.71752746,2138.693359375
3077_2,2020-02-26,720667.326965667,4811160.02774724,1609.68664550781
3072_2,2020-02-27,685846.220166946,4825049.9126899,2322.6494140625
3042_2,2020-02-27,647718.026704511,4813249.53701146,2164.6298828125
3045_2,2020-02-27,663721.450342152,4754019.1434191,2460.55615234375
3047_2,2020-02-27,662772.069061622,4831375.53672708,2363.84716796875
3051_2,2020-02-27,655144.926070627,4766284.16495182,2253.20458984375
3055_2,2020-02-27,668020.946503767,4748743.93036514,2399.326171875
3074_2,2020-02-27,717434.578320222,4819719.69328356,1923.16625976563
3058_2,2020-02-27,691952.711986695,4839055.60491884,1935.68969726563
3061_2,2020-02-27,659901.414412618,4824763.2844356,2194.09814453125
3065_2,2020-02-27,701583.2247324,4829683.21912493,1947.08862304688
3066_2,2020-02-27,686319.256824386,4822754.34744201,2223.88330078125
3033_2,2020-02-27,624107.939611453,4806012.57457942,2281.19775390625
3035_2,2020-02-27,656178.289306141,4760242.38186042,2514.17700195313
3036_2,2020-02-27,653787.984838852,4760045.30653413,2775.43676757813
3037_2,2020-02-27,656789.637238286,4758310.91546336,2295.169921875
3038_2,2020-02-27,638540.974162327,4799360.46640122,2024.28723144531
3039_2,2020-02-27,676943.461389245,4751228.29457745,1747.14123535156
3040_2,2020-02-27,661752.085429196,4757872.98797143,2308.84155273438
3041_2,2020-02-27,663016.337394596,4831018.97205642,2309.10986328125
3043_2,2020-02-27,660971.575540805,4833916.86870697,2630.92065429688
3044_2,2020-02-27,663037.7288632,4831563.24944871,2398.57934570313
3046_2,2020-02-27,655015.281817961,4778450.15733015,1951.76892089844
3073_2,2020-02-27,708631.341729069,4832293.8932158,1592.39514160156
3048_2,2020-02-27,656792.144840941,4824842.51270009,2452.38354492188
3049_2,2020-02-27,657314.459586053,4823271.55843106,2269.3603515625
3052_2,2020-02-27,653662.003630511,4760042.47957234,2788.49560546875
3053_2,2020-02-27,665885.886443602,4825957.80455519,2379.84692382813
3054_2,2020-02-27,726027.15595899,4812711.86406864,1823.6787109375
3056_2,2020-02-27,656723.432791301,4824812.34944463,2428.12890625
3057_1,2020-02-27,626909.594958376,4831782.65553155,2331.91650390625
3076_2,2020-02-27,662854.960198318,4831100.95033621,2329.345703125
3059_2,2020-02-27,662916.096617441,4831150.11127632,2330.54638671875
3060_2,2020-02-27,651600.528631797,4812992.43654844,2040.84106445313
3075_2,2020-02-27,676265.593466146,4833472.26621447,2430.0537109375
3063_2,2020-02-27,663116.221108282,4831469.69999494,2365.646484375
3064_2,2020-02-27,720515.745814859,4811966.2559372,1596.88146972656
3078_2,2020-02-27,722512.150353911,4811745.55804333,1615.80102539063
3067_2,2020-02-27,665437.359179774,4826146.98881857,2375.67895507813
3068_2,2020-02-27,664558.563867496,4756814.3944609,2029.94360351562
3077_2,2020-02-27,722465.741051062,4811467.28773032,1604.79443359375
3071_2,2020-02-27,720511.592832542,4811880.175991,1592.27624511719
3033_2,2020-02-28,625563.159040449,4806277.78289889,2207.43188476563
3035_2,2020-02-28,657376.293017845,4761433.24486475,2404.51147460938
3039_2,2020-02-28,675938.262171924,4750773.31424615,1749.45495605469
3041_2,2020-02-28,663500.833465937,4831612.6547771,2426.47680664063
3045_2,2020-02-28,664681.632725344,4754023.00183365,2365.45654296875
3048_2,2020-02-28,656125.137222531,4825485.14520483,2394.759765625
3049_2,2020-02-28,658052.356344732,4823460.57007424,2354.17407226563
3052_2,2020-02-28,657541.395475984,4760950.70688991,2391.39575195313
3054_2,2020-02-28,725173.64286485,4812654.60738423,1850.25012207031
3055_2,2020-02-28,668429.95544064,4749803.11446711,2288.83764648438
3074_2,2020-02-28,717018.560574365,4819047.84559703,1970.97509765625
3057_1,2020-02-28,625218.02019366,4830005.74888601,2267.34375
3076_2,2020-02-28,663523.896339191,4831517.86820955,2427.94555664063
3078_2,2020-02-28,723395.839631184,4811736.53508911,1632.85107421875
3069_2,2020-02-28,641315.073368428,4789166.36756041,2072.39892578125
3070_2,2020-02-28,622426.884427348,4831842.19909605,2205.41357421875
3036_2,2020-02-28,656607.6973399,4761367.95741151,2492.3115234375
3037_2,2020-02-28,657296.555774,4758503.63992013,2250.21875
3038_2,2020-02-28,638188.869337293,4799219.71899182,2039.26928710938
3040_2,2020-02-28,661816.445663294,4757521.71943328,2379.5146484375
3042_2,2020-02-28,646383.982783675,4814536.4384938,2169.37060546875
3043_2,2020-02-28,662186.372444243,4833526.56932548,2666.80297851563
3044_2,2020-02-28,663699.015222009,4830873.47913557,2353.96923828125
3046_2,2020-02-28,655119.244574796,4778175.96460838,1945.2724609375
3073_2,2020-02-28,710067.855363345,4831585.02575687,1651.21447753906
3047_2,2020-02-28,663744.717729584,4830989.05990813,2375.40673828125
3051_2,2020-02-28,654456.589206209,4766716.79790076,2397.19873046875
3053_2,2020-02-28,664877.822563779,4826619.63310863,2265.87768554688
3056_2,2020-02-28,656146.861851961,4825447.42441692,2381.81127929688
3058_2,2020-02-28,693363.534793827,4836243.60496576,2081.82421875
3059_2,2020-02-28,663973.418856687,4831271.25672792,2455.80517578125
3060_2,2020-02-28,649509.252310035,4812678.58493471,2099.2265625
3075_2,2020-02-28,677119.786502065,4834181.67126883,2304.31762695313
3061_2,2020-02-28,656474.973752207,4824758.88141411,2346.28955078125
3062_2,2020-02-28,624698.011782405,4830768.4249,2266.19970703125
3063_2,2020-02-28,663886.710996551,4831135.66752965,2429.0166015625
3064_2,2020-02-28,721001.838408747,4812201.65015944,1629.95007324219
3065_2,2020-02-28,702598.520961023,4828902.7571488,1880.77453613281
3066_2,2020-02-28,686221.342379545,4822532.22468736,2195.03540039063
3067_2,2020-02-28,664960.37540734,4826364.17367072,2316.3095703125
3068_2,2020-02-28,665245.677569201,4756792.80374502,1905.84594726563
3071_2,2020-02-28,720802.871472498,4812118.74696472,1625.5859375
3077_2,2020-02-28,723703.795898093,4811470.00457534,1602.66369628906
3072_2,2020-02-29,686906.014823524,4825861.61162327,2564.23852539063
3036_2,2020-02-29,657234.135719848,4762135.75773915,2348.99487304688
3041_2,2020-02-29,665245.612405785,4830549.04635883,2420.16845703125
3045_2,2020-02-29,664446.818649799,4753874.36626321,2392.1796875
3047_2,2020-02-29,661409.572579287,4831552.37898022,2424.46411132813
3054_2,2020-02-29,725639.822175672,4812441.15010856,1888.61596679688
3055_2,2020-02-29,668655.387023819,4749760.86172408,2263.37255859375
3057_1,2020-02-29,622993.669047606,4829268.40425321,2265.60302734375
3058_2,2020-02-29,691607.448802596,4837089.88692896,2064.85717773438
3059_2,2020-02-29,661337.254735089,4831102.34592657,2445.46923828125
3075_2,2020-02-29,676770.537120488,4834553.98972807,2234.11450195313
3078_2,2020-02-29,722752.185797891,4811429.04703317,1603.35424804688
3066_2,2020-02-29,686032.011929375,4822851.31074963,2288.1162109375
3077_2,2020-02-29,722737.950054621,4811438.02744716,1606.35986328125
3033_2,2020-02-29,625413.33431532,4806484.85983747,2243.73120117188
3035_2,2020-02-29,657249.470341725,4762078.88762166,2348.61572265625
3037_2,2020-02-29,656570.141061723,4757495.24000347,2758.85327148438
3038_2,2020-02-29,638193.803862462,4798294.87925721,2051.103515625
3039_2,2020-02-29,675121.402555135,4750628.43203199,1769.16967773438
3040_2,2020-02-29,660752.233937496,4757496.68514793,2426.2138671875
3042_2,2020-02-29,647067.767433324,4817574.63203354,2260.296875
3043_2,2020-02-29,656549.911991302,4836682.9069298,2659.578125
3044_2,2020-02-29,661387.408867102,4831322.92088891,2450.685546875
3046_2,2020-02-29,656995.43089717,4778285.72827051,1917.26672363281
3073_2,2020-02-29,711642.732226548,4831777.67783063,1688.40698242188
3048_2,2020-02-29,654233.480289467,4826318.81895723,2582.9189453125
3049_2,2020-02-29,658096.215186256,4823070.4464428,2303.66748046875
3052_2,2020-02-29,658097.122389028,4760839.51211848,2404.28198242188
3053_2,2020-02-29,663290.476858136,4826876.5245782,2381.42138671875
3056_2,2020-02-29,653997.857667508,4826313.40667004,2556.580078125
3074_2,2020-02-29,716856.986058613,4819319.36113071,1920.22143554688
3076_2,2020-02-29,661343.046816289,4831150.15936476,2450.2373046875
3060_2,2020-02-29,647225.631778704,4816071.15603608,2223.5078125
3061_2,2020-02-29,654010.652621733,4826361.37134046,2538.140625
3062_2,2020-02-29,623906.565091526,4831983.84494117,2295.765625
3063_2,2020-02-29,661358.450161043,4831083.85348916,2442.029296875
3064_2,2020-02-29,719267.312747028,4811858.71279056,1616.5908203125
3065_2,2020-02-29,703332.145893166,4828037.62831196,1811.6162109375
3067_2,2020-02-29,663937.349423294,4826510.79427596,2371.3828125
3068_2,2020-02-29,663775.067024861,4756175.72505983,2257.74291992188
3069_2,2020-02-29,644504.04942636,4788375.2078883,2148.28295898438
3071_2,2020-02-29,719309.310682988,4811850.5173721,1617.68835449219
3051_2,2020-02-29,653161.515933845,4767069.20849605,2353.3544921875
3070_2,2020-02-29,621827.796242798,4832031.58644883,2210.861328125
3036_2,2020-03-01,655168.503467917,4760925.20090541,2613.21875
3041_2,2020-03-01,660491.759424606,4832550.92137135,2297.009765625
3042_2,2020-03-01,647815.915236324,4817018.7879864,2244.79248046875
3049_2,2020-03-01,656420.111568936,4824137.64904662,2295.58154296875
3054_2,2020-03-01,725800.173657023,4812637.43113405,1857.2177734375
3055_2,2020-03-01,668785.306845021,4749325.35562002,2292.47143554688
3074_2,2020-03-01,715969.188595108,4818842.29756112,1939.68530273438
3057_1,2020-03-01,622711.41665074,4829167.90770453,2307.16650390625
3059_2,2020-03-01,658544.400496228,4830520.60275312,2475.88623046875
3068_2,2020-03-01,662626.34803769,4755566.70935268,2430.99267578125
3071_2,2020-03-01,718858.175783634,4812036.20360303,1656.01245117188
3035_2,2020-03-01,656164.915121294,4760213.52166693,2513.71142578125
3037_2,2020-03-01,657130.903533706,4756869.07366675,2698.916015625
3038_2,2020-03-01,636775.555782357,4796816.51378579,2206.34350585938
3039_2,2020-03-01,674290.6694827,4749643.98277984,1788.83325195313
3040_2,2020-03-01,659220.134242644,4756802.81878236,2597.17651367188
3043_2,2020-03-01,654704.856729116,4838023.01839597,2607.39306640625
3044_2,2020-03-01,658634.683779765,4830513.2938858,2469.62353515625
3046_2,2020-03-01,648403.593821528,4776777.05397384,2444.61743164063
3073_2,2020-03-01,712884.088450987,4831769.31574898,1746.65954589844
3047_2,2020-03-01,658632.031952446,4830331.9850843,2453.869140625
3048_2,2020-03-01,654923.256699952,4827078.67241119,2548.54858398438
3051_2,2020-03-01,654347.202925171,4766294.77652654,2381.42529296875
3052_2,2020-03-01,658785.747015004,4760130.65746349,2395.673828125
3053_2,2020-03-01,661933.152284182,4828236.16638926,2362.72680664063
3056_2,2020-03-01,654908.71040791,4827106.89482804,2549.81494140625
3058_2,2020-03-01,690989.584816661,4837625.5491713,2061.23999023438
3076_2,2020-03-01,658539.569736351,4830434.69946121,2470.37866210938
3060_2,2020-03-01,647858.603992625,4816972.05772925,2232.4267578125
3075_2,2020-03-01,676836.797362977,4835977.14151164,2105.25537109375
3061_2,2020-03-01,655021.292051993,4826737.57010447,2533.2666015625
3062_2,2020-03-01,624703.903091375,4831197.71735961,2280.03662109375
3063_2,2020-03-01,658155.627078415,4830845.23578241,2554.923828125
3064_2,2020-03-01,718761.888692087,4812004.50470577,1654.01977539063
3065_2,2020-03-01,702435.800971223,4827399.87778519,1786.7119140625
3066_2,2020-03-01,685494.945259374,4823199.0237113,2362.40014648438
3067_2,2020-03-01,663194.373467039,4826263.75576148,2352.52099609375
3069_2,2020-03-01,644619.313626612,4787872.23811544,2142.92553710938
3070_2,2020-03-01,623011.833755111,4832806.60061777,2372.9853515625
3077_2,2020-03-01,723244.882910332,4811464.3556089,1608.32580566406
3033_2,2020-03-01,623210.39103925,4802611.07299233,2661.75146484375
3045_2,2020-03-01,663769.624246375,4753762.72807986,2424.79125976563
3078_2,2020-03-01,723861.379939145,4811122.21872621,1583.94140625
3046_2,2020-03-02,654041.671930016,4778885.849671,2035.25183105469
3073_2,2020-03-02,709698.189545112,4833205.15766806,1601.09509277344
3047_2,2020-03-02,659846.180523488,4830570.6447749,2395.06127929688
3054_2,2020-03-02,724604.048545394,4813885.79372029,1910.6982421875
3056_2,2020-03-02,655790.229599761,4826469.24210125,2472.17578125
3057_1,2020-03-02,623656.301052428,4826400.78237325,2184.41552734375
3058_2,2020-03-02,690755.270859083,4837828.83442917,2058.619140625
3076_2,2020-03-02,659675.624625153,4830747.82570441,2403.3662109375
3059_2,2020-03-02,659846.180523488,4830570.6447749,2395.06127929688
3078_2,2020-03-02,724652.00133339,4812656.32384996,1766.01440429688
3067_2,2020-03-02,664483.270259311,4826590.94505723,2310.84838867188
3070_2,2020-03-02,624126.830896384,4829441.94518035,2187.13232421875
3033_2,2020-03-02,626375.178421321,4805244.06472228,2161.287109375
3035_2,2020-03-02,655742.524868389,4759698.46759101,2559.0185546875
3036_2,2020-03-02,655893.014224132,4759854.44380681,2537.6640625
3037_2,2020-03-02,659933.679306802,4758049.66099538,2369.76513671875
3038_2,2020-03-02,637400.422161427,4797592.10900895,2086.6611328125
3039_2,2020-03-02,674544.734353138,4749860.23084272,1774.48828125
3040_2,2020-03-02,660070.592608376,4756984.73045334,2560.17016601563
3041_2,2020-03-02,659901.881290392,4831430.42881136,2433.4560546875
3042_2,2020-03-02,647623.695062946,4815650.75176219,2180.08911132813
3043_2,2020-03-02,654483.210842975,4838027.33807252,2607.61181640625
3044_2,2020-03-02,659793.588399605,4830741.08111695,2393.93505859375
3045_2,2020-03-02,664820.457998644,4755247.05475174,2170.20556640625
3048_2,2020-03-02,655835.355942541,4826317.71873403,2482.02587890625
3049_2,2020-03-02,656683.22023691,4825049.88074593,2420.86840820313
3051_2,2020-03-02,654210.636549448,4765833.92313939,2257.59326171875
3053_2,2020-03-02,661684.853713954,4828182.50090581,2342.00732421875
3055_2,2020-03-02,670128.166759336,4749768.60171027,2029.326171875
3074_2,2020-03-02,716085.267382364,4819771.70286057,1869.60803222656
3060_2,2020-03-02,647735.284764045,4814680.39565183,2115.74755859375
3075_2,2020-03-02,677082.812748865,4836365.20304836,2033.33032226563
3062_2,2020-03-02,625357.682483468,4828835.46641885,2208.7158203125
3063_2,2020-03-02,659832.300374639,4830570.31366766,2392.578125
3064_2,2020-03-02,718825.454020608,4812617.28346954,1735.64318847656
3065_2,2020-03-02,701453.163731104,4826855.04619379,1855.98889160156
3066_2,2020-03-02,684350.098489869,4823949.75719256,2484.85668945313
3068_2,2020-03-02,665089.448705532,4756588.80884009,1961.80322265625
3069_2,2020-03-02,645924.76363383,4788453.2585745,2034.763671875
3071_2,2020-03-02,718911.146905684,4812333.7756746,1673.38549804688
3077_2,2020-03-02,724618.548180288,4812617.07157871,1764.67932128906
3052_2,2020-03-02,659866.60898163,4760623.13726849,2183.35620117188
3061_2,2020-03-02,655969.790002233,4826502.08370811,2465.22021484375
3072_2,2020-03-03,684107.072788398,4823952.64827565,2426.9951171875
3039_2,2020-03-03,675465.910425634,4750045.81689953,1794.54760742188
3043_2,2020-03-03,654009.052519931,4838178.63744524,2604.541015625
3045_2,2020-03-03,665804.67773681,4755986.14009343,1897.32421875
3073_2,2020-03-03,710153.023269417,4832408.28132512,1645.46130371094
3055_2,2020-03-03,670514.991259847,4750007.09463173,1950.38989257813
3057_1,2020-03-03,621478.136956939,4828010.68426643,2280.1748046875
3059_2,2020-03-03,661577.989727317,4828876.25169649,2374.41137695313
3061_2,2020-03-03,656586.5875337,4825028.51255359,2427.962890625
3062_2,2020-03-03,621070.753354093,4827927.10296826,2272.88623046875
3065_2,2020-03-03,702019.221934936,4825106.87285465,1892.57214355469
3069_2,2020-03-03,647596.314767543,4789824.4762475,2025.43200683594
3070_2,2020-03-03,621319.141954377,4827988.80790287,2295.60815429688
3033_2,2020-03-03,628883.25309748,4805005.38352792,2122.19140625
